id,title,price,currency,location,condition,brand,date_posted,url,scraped_at
4901,Honor X9 X9d (Brand New),136900,LKR,Anuradhapura,Brand New,Honor,N/A,https://ikman.lk/en/ad/honor-x9-x9d-brand-new-for-sale-anuradhapura,2026-02-21 02:47:32
4902,Samsung Galaxy S23 Ultra 512GB 12GB RAM 5G (Used),95000,LKR,Colombo,Used,Samsung,N/A,https://ikman.lk/en/ad/samsung-galaxy-s23-ultra-512gb-12gb-ram-5g-used-for-sale-colombo-3,2026-02-21 02:47:32
4903,Apple iPhone 12 Pro 512GB (Used),84999,LKR,Kalutara,Used,Apple,,https://ikman.lk/en/ad/apple-iphone-12-pro-512gb-used-for-sale-kalutara-70,2026-02-21 02:47:32
4904,XO G32 Earpods,7494,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/xo-g32-earpods-for-sale-colombo,2026-02-21 02:47:32
4905,Apple iPhone 12 (Used),55000,LKR,Anuradhapura,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-anuradhapura-353,2026-02-21 02:47:32
4906,Apple iPhone 11 Pro 256GB (Used),83090,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-colombo-11482,2026-02-21 02:47:32
4907,Apple iPhone 13 Pro (Used),131000,LKR,Matale,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-matale-80,2026-02-21 02:47:32
4908,Apple iPhone 12 Pro 256 GB Bb (Used),107999,LKR,Gampaha,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-12-pro-256-gb-bb-used-for-sale-gampaha-3,2026-02-21 02:47:32
4909,Xiaomi Redmi Note 14 8GB/256GB (Brand New),53990,LKR,Colombo,Brand New,Xiaomi,2 days,https://ikman.lk/en/ad/xiaomi-redmi-note-14-8gb-256gb-brand-new-for-sale-colombo-159,2026-02-21 02:47:32
4910,Xiaomi Redmi 15 8GB/256GB|01 (Brand New),47990,LKR,Colombo,Brand New,Xiaomi,2 days,https://ikman.lk/en/ad/xiaomi-redmi-15-8gb-256gb01-brand-new-for-sale-colombo-2,2026-02-21 02:47:32
4911,Xiaomi Redmi A5 (Used),25000,LKR,Batticaloa,Used,Xiaomi,2 days,https://ikman.lk/en/ad/xiaomi-redmi-a5-used-for-sale-batticaloa-7,2026-02-21 02:47:32
4912,Apple iPhone 16 Pro Max 512gb (Used),299000,LKR,Vavuniya,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-16-pro-max-512gb-used-for-sale-vavuniya-6,2026-02-21 02:47:32
4913,Xiaomi Redmi 15 6GB (Used),48999,LKR,Gampaha,Used,Xiaomi,2 days,https://ikman.lk/en/ad/xiaomi-redmi-15-6gb-used-for-sale-gampaha,2026-02-21 02:47:32
4914,itel A60 BLACK (Used),18000,LKR,Colombo,Used,Itel,2 days,https://ikman.lk/en/ad/itel-a60-black-used-for-sale-colombo,2026-02-21 02:47:32
4915,Xundo X49,5000,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/xundo-x49-for-sale-colombo-1,2026-02-21 02:47:32
4916,Samsung Galaxy S20FE (Used),50000,LKR,Colombo,Used,Samsung,2 days,https://ikman.lk/en/ad/samsung-galaxy-s20fe-used-for-sale-colombo-231,2026-02-21 02:47:32
