id,title,price,currency,location,condition,brand,date_posted,url,scraped_at
3801,Google Pixel 6 Pro 5G 12/128GB (Used),72500,LKR,Gampaha,Used,Google,2 days,https://ikman.lk/en/ad/google-pixel-6-pro-5g-12-128gb-used-for-sale-gampaha-173,2026-02-21 02:45:11
3802,Google Pixel 5a (Used),36000,LKR,Kalutara,Used,Google,2 days,https://ikman.lk/en/ad/google-pixel-5a-used-for-sale-kalutara-27,2026-02-21 02:45:11
3803,Apple iPhone 15 Pro Max (Used),210000,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-colombo-2420,2026-02-21 02:45:11
3804,OnePlus 15R 12GB 512GB (Brand New),165000,LKR,Colombo,Brand New,OnePlus,2 days,https://ikman.lk/en/ad/oneplus-15r-12gb-512gb-brand-new-for-sale-colombo-4,2026-02-21 02:45:11
3805,itel A70 256GB 8GB (Used),18000,LKR,Ampara,Used,Itel,2 days,https://ikman.lk/en/ad/itel-a60-256gb-8gb-used-for-sale-ampara,2026-02-21 02:45:11
3806,Google Pixel 6 Pro 5G 12/128GB (Used),72500,LKR,Gampaha,Used,Google,2 days,https://ikman.lk/en/ad/google-pixel-6-pro-5g-12-128gb-used-for-sale-gampaha-172,2026-02-21 02:45:11
3807,Apple iPhone 11 Pro Max 256GB (Brand New),92500,LKR,Gampaha,Brand New,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-11-pro-max-256gb-brand-new-for-sale-gampaha-2,2026-02-21 02:45:11
3808,Samsung Galaxy A14 (Used),120000,LKR,Jaffna,Used,Samsung,2 days,https://ikman.lk/en/ad/samsung-galaxy-a14-used-for-sale-jaffna-52,2026-02-21 02:45:11
3809,Oppo A5 Pro 256GB 8GBRAM 50M (Brand New),25100,LKR,Colombo,Brand New,Oppo,N/A,https://ikman.lk/en/ad/oppo-a5-pro-256gb-8gbram-50m-brand-new-for-sale-colombo-2,2026-02-21 02:45:15
3810,OnePlus 11R 256GB 16GB RAM 5G (Brand New),69000,LKR,Colombo,Brand New,OnePlus,N/A,https://ikman.lk/en/ad/oneplus-11r-256gb-16gb-ram-5g-brand-new-for-sale-colombo,2026-02-21 02:45:15
3811,Apple iPhone 14 Pro 128|256gb fullset (Used),162900,LKR,Gampaha,Used,Apple,,https://ikman.lk/en/ad/apple-iphone-14-pro-128256gb-fullset-used-for-sale-gampaha,2026-02-21 02:45:15
3812,OnePlus 15R 12GB 256GB (Brand New),155990,LKR,Colombo,Brand New,OnePlus,2 days,https://ikman.lk/en/ad/oneplus-15r-12gb-256gb-brand-new-for-sale-colombo-31,2026-02-21 02:45:15
3813,Google Pixel 6 Pro 5G 12/128GB (Used),72500,LKR,Gampaha,Used,Google,2 days,https://ikman.lk/en/ad/google-pixel-6-pro-5g-12-128gb-used-for-sale-gampaha-171,2026-02-21 02:45:15
3814,Apple iPhone XR 64GB (Used),20000,LKR,Kandy,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-xr-64-gb-used-for-sale-kandy-57,2026-02-21 02:45:15
3815,Apple iPhone 17 256GB ESIM (Brand New),261990,LKR,Colombo,Brand New,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-17-256gb-esim-brand-new-for-sale-colombo-90,2026-02-21 02:45:15
3816,Oppo F27 5G 8/128 (Used),47500,LKR,Ampara,Used,Oppo,2 days,https://ikman.lk/en/ad/oppo-f27-5g-8-128-used-for-sale-ampara,2026-02-21 02:45:15
3817,Apple iPhone 15 256GB (Brand New),214990,LKR,Colombo,Brand New,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-15-256gb-brand-new-for-sale-colombo-266,2026-02-21 02:45:15
3818,Apple iPhone SE 2 (Used),40000,LKR,Kandy,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-se-2-used-for-sale-kandy-929,2026-02-21 02:45:15
3819,Ten Space TS -X12,6500,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/ten-space-ts-x12-for-sale-colombo-1,2026-02-21 02:45:15
3820,OnePlus 13R 12GB 256GB (Brand New),131000,LKR,Colombo,Brand New,OnePlus,2 days,https://ikman.lk/en/ad/oneplus-13r-12gb-256gb-brand-new-for-sale-colombo-29,2026-02-21 02:45:15
3821,Samsung Galaxy A04s (Used),16500,LKR,Puttalam,Used,Samsung,2 days,https://ikman.lk/en/ad/samsung-galaxy-a04s-used-for-sale-puttalam-29,2026-02-21 02:45:15
3822,Xiaomi Poco M7 Pro (5G) (Used),45500,LKR,Galle,Used,Xiaomi,2 days,https://ikman.lk/en/ad/xiaomi-poco-m7-pro-5g-used-for-sale-galle,2026-02-21 02:45:15
3823,Apple iPhone 16 Pro Max Desert Titanium (Used),295000,LKR,Badulla,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-16-pro-max-desert-titanium-used-for-sale-badulla,2026-02-21 02:45:15
3824,Apple iPhone 14 128GB (Used),120000,LKR,Kandy,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-14-128-used-for-sale-kandy-12,2026-02-21 02:45:15
3825,Samsung Galaxy S24 8GB 256GB (Brand New),153000,LKR,Colombo,Brand New,Samsung,2 days,https://ikman.lk/en/ad/samsung-galaxy-s24-8gb-256gb-brand-new-for-sale-colombo-318,2026-02-21 02:45:15
3826,Apple iPhone 11 Pro (Used),59500,LKR,Kandy,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-kandy-1468,2026-02-21 02:45:15
3827,Boat 181 Pro Wireless Earbuds,7490,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/boat-181-pro-wireless-earbuds-for-sale-colombo-10,2026-02-21 02:45:15
3828,Google Pixel 9a 8GB 256GB (Brand New),146490,LKR,Colombo,Brand New,Google,2 days,https://ikman.lk/en/ad/google-pixel-9a-8gb-256gb-brand-new-for-sale-colombo-8,2026-02-21 02:45:15
3829,Apple iPhone 13 Pro Max 256GB (Used),145000,LKR,Ratnapura,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-13-pro-max-256gb-used-for-sale-ratnapura-193,2026-02-21 02:45:15
3830,Apple iPhone 12 Pro 128GB (Used),79500,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-used-for-sale-colombo-5612,2026-02-21 02:45:15
3831,Apple iPhone 7 32GB (Used),15000,LKR,Ratnapura,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-7-32-used-for-sale-ratnapura-24,2026-02-21 02:45:15
3832,Lanbi BH 18,8990,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/lanbi-bh-18-for-sale-colombo-2,2026-02-21 02:45:15
3833,Apple iPhone 16 128GB (Brand New),196990,LKR,Colombo,Brand New,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-16-128gb-brand-new-for-sale-colombo-948,2026-02-21 02:45:15
3834,Oppo A31 8GB 256GB (Used),14990,LKR,Gampaha,Used,Oppo,2 days,https://ikman.lk/en/ad/oppo-a31-8gb-256gb-brand-new-for-sale-gampaha-7,2026-02-21 02:45:15
3835,Apple iPhone 12 mini 128GB (Used),65000,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-12-mini-128gb-used-for-sale-colombo-1620,2026-02-21 02:45:15
3836,Apple iPhone 12 Pro 256GB (Used),100000,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-colombo-10437,2026-02-21 02:45:15
3837,Xiaomi Qin 21 Pro 4G (Brand New),56500,LKR,Gampaha,Brand New,Xiaomi,N/A,https://ikman.lk/en/ad/xiaomi-qin-21-pro-4g-brand-new-for-sale-gampaha,2026-02-21 02:45:18
3838,Black view Wave 8C 2GB 64GB (Brand New),22500,LKR,Colombo,Brand New,Other,N/A,https://ikman.lk/en/ad/black-view-wave-8c-2gb-64gb-brand-new-for-sale-colombo-1,2026-02-21 02:45:18
3839,Apple iPhone 12 Pro 512GB (Used),84999,LKR,Kalutara,Used,Apple,,https://ikman.lk/en/ad/apple-iphone-12-pro-512gb-used-for-sale-kalutara-70,2026-02-21 02:45:18
3840,Apple iPhone 15 128GB (Brand New),176990,LKR,Colombo,Brand New,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-15-128gb-brand-new-for-sale-colombo-943,2026-02-21 02:45:18
3841,Boat 311 Pro Wireless Earbuds,7490,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/boat-311-pro-wireless-earbuds-for-sale-colombo-11,2026-02-21 02:45:18
3842,Google Pixel 7 Pro (Used),90000,LKR,Badulla,Used,Google,2 days,https://ikman.lk/en/ad/google-pixel-7-pro-used-for-sale-badulla-1,2026-02-21 02:45:18
3843,Vivo Y17 (Used),12000,LKR,Colombo,Used,Vivo,2 days,https://ikman.lk/en/ad/vivo-y17-used-for-sale-colombo-341,2026-02-21 02:45:18
3844,Google Pixel 10 12GB 128GB (Brand New),181990,LKR,Colombo,Brand New,Google,2 days,https://ikman.lk/en/ad/google-pixel-10-12gb-128gb-brand-new-for-sale-colombo-56,2026-02-21 02:45:18
3845,Apple iPhone 12 256GB (Used),83000,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-12-256gb-used-for-sale-colombo-1784,2026-02-21 02:45:18
