id,title,price,currency,location,condition,brand,date_posted,url,scraped_at
501,Vivo V60 12GB|256G (Brand New),164990,LKR,Colombo,Brand New,Vivo,9 hours,https://ikman.lk/en/ad/vivo-v60-12gb256g-brand-new-for-sale-colombo,2026-02-21 02:38:00
502,Samsung Galaxy A17 8gb 256gb (Brand New),57990,LKR,Colombo,Brand New,Samsung,9 hours,https://ikman.lk/en/ad/samsung-galaxy-a17-8gb-256gb-brand-new-for-sale-colombo-98,2026-02-21 02:38:00
503,Xiaomi Redmi Note 14 256GB (Used),52000,LKR,Kalutara,Used,Xiaomi,9 hours,https://ikman.lk/en/ad/xiaomi-redmi-note-14-5g-8gb-256gb-used-for-sale-kalutara,2026-02-21 02:38:00
504,Vivo Y93 6GB/128GB (Used),9300,LKR,Colombo,Used,Vivo,9 hours,https://ikman.lk/en/ad/vivo-y93-6gb-128gb-used-for-sale-colombo-8674,2026-02-21 02:38:00
505,iqoo NEO9 PRO 256GB 16GB. (Brand New),65000,LKR,Colombo,Brand New,iQOO,N/A,https://ikman.lk/en/ad/iqoo-neo9-pro-256gb-16gb-brand-new-for-sale-colombo-2,2026-02-21 02:38:03
506,"CMF Watch 3 Pro - Black, Silver & Orange",24800,LKR,Colombo,Unknown,Other,N/A,https://ikman.lk/en/ad/cmf-watch-3-pro-black-silver-and-orange-for-sale-colombo-8,2026-02-21 02:38:03
507,Apple iPhone 12 Pro 512GB (Used),84999,LKR,Kalutara,Used,Apple,,https://ikman.lk/en/ad/apple-iphone-12-pro-512gb-used-for-sale-kalutara-70,2026-02-21 02:38:03
508,Baseus 22.5W 10000mAh Magnetic Wireless Power Bank,8750,LKR,Colombo,Unknown,Other,4 hours,https://ikman.lk/en/ad/baseus-225w-10000mah-magnetic-wireless-power-bank-for-sale-colombo,2026-02-21 02:38:03
509,Sony Xperia 1 v/5G/16/256GB (Used),105000,LKR,Gampaha,Used,Sony,4 hours,https://ikman.lk/en/ad/sony-xperia-1-v-5g-16-256gb-used-for-sale-gampaha-40,2026-02-21 02:38:03
510,Apple iPhone 7 (Used),13500,LKR,Kurunegala,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-7-used-for-sale-kurunegala-5527,2026-02-21 02:38:03
511,Apple iPhone 12 64GB (Used),59000,LKR,Kurunegala,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-12-64gb-used-for-sale-kurunegala-204,2026-02-21 02:38:03
512,Apple iPhone 11 Full Set Box (Used),67000,LKR,Colombo,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-11-full-set-box-used-for-sale-colombo-924,2026-02-21 02:38:03
513,Apple iPhone 15 Pro 256GB (Used),219999,LKR,Gampaha,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-used-for-sale-gampaha-587,2026-02-21 02:38:03
514,Huawei Honor 6C (Used),38500,LKR,Kalutara,Used,Huawei,4 hours,https://ikman.lk/en/ad/huawei-honor-6c-used-for-sale-kalutara-5,2026-02-21 02:38:03
515,Apple iPhone 16 Pro Max 256GB (Used),285000,LKR,Kegalle,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-kegalle-34,2026-02-21 02:38:03
516,Apple iPhone 13 Pro Max 128GB (Used),105000,LKR,Kalutara,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-13-pro-max-128gb-used-for-sale-kalutara-199,2026-02-21 02:38:03
517,Google Pixel 10 128GB (Brand New),130000,LKR,Puttalam,Brand New,Google,4 hours,https://ikman.lk/en/ad/google-pixel-10-12-gb-128gb-black-brand-new-for-sale-puttalam,2026-02-21 02:38:03
518,ASPER A316 20000mah Power Bank,5390,LKR,Colombo,Unknown,Other,4 hours,https://ikman.lk/en/ad/asper-a316-20000mah-power-bank-for-sale-colombo,2026-02-21 02:38:03
519,Apple iPhone 13 Pro 128GB (Used),117000,LKR,Kurunegala,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-13-pro-128gb-used-for-sale-kurunegala-261,2026-02-21 02:38:03
520,Apple iPhone 15 Pro 128GB (Used),209999,LKR,Gampaha,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-15-pro-128gb-used-for-sale-gampaha-511,2026-02-21 02:38:03
521,Apple iPhone 16 5G 256GB full (Used),197000,LKR,Colombo,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-16-5g-256gb-full-used-for-sale-colombo-1,2026-02-21 02:38:03
522,Xiaomi Qin 21 Pro 4G (Brand New),56500,LKR,Gampaha,Brand New,Xiaomi,4 hours,https://ikman.lk/en/ad/xiaomi-qin-21-pro-4g-brand-new-for-sale-gampaha,2026-02-21 02:38:03
523,Apple iPhone 12 Pro Max (Used),110000,LKR,Colombo,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-colombo-3872,2026-02-21 02:38:03
524,Apple iPhone SE 2 (Used),30000,LKR,Gampaha,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-se-2-used-for-sale-gampaha-1658,2026-02-21 02:38:03
525,Apple Watch 8th Series,85000,LKR,Gampaha,Unknown,Apple,4 hours,https://ikman.lk/en/ad/8th-series-pls-call-0777637172-for-sale-gampaha,2026-02-21 02:38:03
526,Apple iPhone 12 Pro 5G Full Set (Used),98000,LKR,Colombo,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-5g-full-set-used-for-sale-colombo-1041,2026-02-21 02:38:03
527,Xiaomi Redmi 9C (Used),21000,LKR,Colombo,Used,Xiaomi,4 hours,https://ikman.lk/en/ad/xiaomi-red-i-9c-used-for-sale-colombo,2026-02-21 02:38:03
528,Apple iPhone 15 256GB (Used),174999,LKR,Gampaha,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-15-256gb-used-for-sale-gampaha-72,2026-02-21 02:38:03
529,Honor X6 (Used),32000,LKR,Colombo,Used,Honor,4 hours,https://ikman.lk/en/ad/honor-x6-used-for-sale-colombo-93,2026-02-21 02:38:03
530,Apple iPhone 13 (Used),88500,LKR,Colombo,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-13-used-for-sale-colombo-3482,2026-02-21 02:38:03
531,Xiaomi REDMI A5 3GB 64GB (Used),19500,LKR,Colombo,Used,Xiaomi,4 hours,https://ikman.lk/en/ad/xiaomi-redmi-a5-3gb-64gb-used-for-sale-colombo-20,2026-02-21 02:38:03
532,Apple iPhone 15 128GB (Used),161999,LKR,Gampaha,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-15-128gb-used-for-sale-gampaha-724,2026-02-21 02:38:03
533,OnePlus 11R 256GB 16GB RAM 5G (Brand New),69000,LKR,Colombo,Brand New,OnePlus,N/A,https://ikman.lk/en/ad/oneplus-11r-256gb-16gb-ram-5g-brand-new-for-sale-colombo,2026-02-21 02:38:08
534,Apple iPhone 17 256GB (Used),250000,LKR,Colombo,Used,Apple,N/A,https://ikman.lk/en/ad/apple-iphone-17-256gb-black-used-for-sale-colombo-1,2026-02-21 02:38:08
535,Apple iPhone 11 128GB (Used),60000,LKR,Colombo,Used,Apple,16 hours,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-16240,2026-02-21 02:38:08
536,Apple iPhone 14 Pro 128gb (Used),155000,LKR,Kandy,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-14-pro-14pro-128gb-used-for-sale-kandy-1,2026-02-21 02:38:08
537,Apple iPhone 16 Pro Max 256GB (Used),279900,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-colombo-2399,2026-02-21 02:38:08
538,Xiaomi Poco X5 5G 128GB (Used),32990,LKR,Galle,Used,Xiaomi,10 hours,https://ikman.lk/en/ad/xiaomi-poco-x5-5g-128gb-used-for-sale-galle,2026-02-21 02:38:08
539,Apple iPhone 12 128GB (Used),70500,LKR,Kandy,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-kandy-1023,2026-02-21 02:38:08
540,Apple iPhone 15 Pro 1TB (Used),239900,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-15-pro-1tb-used-for-sale-colombo-49,2026-02-21 02:38:08
541,Apple iPhone 7 128GB (Used),10500,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-7-128gb-used-for-sale-colombo-14463,2026-02-21 02:38:08
542,Apple iPhone 12 Pro Max 256GB [Pacific Blue] (Used),129999,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-pacific-blue-used-for-sale-colombo-33,2026-02-21 02:38:08
543,Apple iPhone 15 Pro 1TB (Used),239900,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-15-pro-1tb-used-for-sale-colombo-47,2026-02-21 02:38:08
544,Apple iPhone 13 128GB (Used),104900,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11536,2026-02-21 02:38:08
545,OnePlus 15R 16GB 512GB (Brand New),187060,LKR,Colombo,Brand New,OnePlus,10 hours,https://ikman.lk/en/ad/oneplus-15r-16gb-512gb-brand-new-for-sale-colombo-21,2026-02-21 02:38:08
546,Apple iPhone XS Max 64GB (Used),61000,LKR,Gampaha,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-xs-max-64gb-used-for-sale-gampaha-2072,2026-02-21 02:38:08
547,Xiaomi Poco C65 128GB (Used),26500,LKR,Galle,Used,Xiaomi,10 hours,https://ikman.lk/en/ad/xiaomi-poco-c65-128gb-used-for-sale-galle,2026-02-21 02:38:08
548,Apple iPhone 16 (Used),177000,LKR,Kalutara,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-16-used-for-sale-kalutara-29,2026-02-21 02:38:08
549,Google Pixel 7 128GB (Used),61000,LKR,Colombo,Used,Google,10 hours,https://ikman.lk/en/ad/google-pixel-7-128gb-used-for-sale-colombo-631,2026-02-21 02:38:08
550,Apple iPhone 17 256GB (Used),269900,LKR,Gampaha,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-17-256gb-used-for-sale-gampaha-8,2026-02-21 02:38:08
551,Apple iPhone 16 Pro Max 256GB (Used),279900,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-colombo-2387,2026-02-21 02:38:08
552,A301 2.4 a Power Bank,4990,LKR,Colombo,Unknown,Other,10 hours,https://ikman.lk/en/ad/a301-24-a-power-bank-for-sale-colombo,2026-02-21 02:38:08
553,Apple iPhone 16 5G|8GB|128GB (Brand New),226990,LKR,Colombo,Brand New,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-16-5g8gb128gb-brand-new-for-sale-colombo,2026-02-21 02:38:08
554,OnePlus 15 |16GB 512GB WC (Brand New),262050,LKR,Colombo,Brand New,OnePlus,10 hours,https://ikman.lk/en/ad/oneplus-15-16gb-512gb-wc-brand-new-for-sale-colombo-11,2026-02-21 02:38:08
555,Xiaomi Redmi 15C (Brand New),34400,LKR,Colombo,Brand New,Xiaomi,10 hours,https://ikman.lk/en/ad/xiaomi-redmi-15c-brand-new-for-sale-colombo-166,2026-02-21 02:38:08
556,JBL Wave 200TWS True Wireless Bluetooth Earbuds â Black,13891,LKR,Colombo,Unknown,Other,10 hours,https://ikman.lk/en/ad/jbl-wave-200tws-true-wireless-bluetooth-earbuds-black-for-sale-colombo-9,2026-02-21 02:38:08
557,Apple iPhone 15 Pro Max (Used),205000,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-colombo-2426,2026-02-21 02:38:08
