id,title,price,currency,location,condition,brand,date_posted,url,scraped_at
15001,Apple iPhone 12 Pro Max 256GB (Used),113000,LKR,Kurunegala,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-used-for-sale-kurunegala-641,2026-02-21 10:15:11
15002,Power Bank,10500,LKR,Gampaha,Unknown,Other,2 hours,https://ikman.lk/en/ad/power-bank-for-sale-gampaha-824,2026-02-21 10:15:11
15003,Xiaomi Redmi A3 128GB (Used),18500,LKR,Colombo,Used,Xiaomi,2 hours,https://ikman.lk/en/ad/xiaomi-redmi-a3-128gb-used-for-sale-colombo-9,2026-02-21 10:15:11
15004,Apple iPhone 12 Pro 256GB (Used),98500,LKR,Kurunegala,Used,Apple,2 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-kurunegala-854,2026-02-21 10:15:11
15005,Apple iPhone 12 128GB (Used),80000,LKR,Puttalam,Used,Apple,2 hours,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-puttalam-188,2026-02-21 10:15:11
15006,Apple iPhone 14 128GB (Used),120000,LKR,Puttalam,Used,Apple,2 hours,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-puttalam-46,2026-02-21 10:15:11
15007,Apple iPhone 12 Pro Max 256GB (Used),126500,LKR,Puttalam,Used,Apple,2 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-used-for-sale-puttalam-320,2026-02-21 10:15:11
15008,Apple iPhone 12 Pro Max 256GB (Used),126500,LKR,Puttalam,Used,Apple,2 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-used-for-sale-puttalam-319,2026-02-21 10:15:11
15009,Apple iPhone 17 Pro 256GB (Used),338000,LKR,Kegalle,Used,Apple,2 hours,https://ikman.lk/en/ad/apple-iphone-17-pro-256gb-j-a-used-for-sale-kegalle,2026-02-21 10:15:11
15010,Apple iPhone 13 128GB (Used),88500,LKR,Kegalle,Used,Apple,2 hours,https://ikman.lk/en/ad/apple-iphone-13-128gb-blue-used-for-sale-kegalle,2026-02-21 10:15:11
15011,Apple iPhone 14 Pro Max 512GB 5G (Used),166000,LKR,Colombo,Used,Apple,2 hours,https://ikman.lk/en/ad/apple-iphone-14-pro-max-512gb-5g-used-for-sale-colombo-2,2026-02-21 10:15:11
15012,Samsung Galaxy S24 Ultra 12GB 256GB (Used),186500,LKR,Kegalle,Used,Samsung,2 hours,https://ikman.lk/en/ad/samsung-galaxy-s24-ultra-12gb-256gb-used-for-sale-kegalle,2026-02-21 10:15:11
15013,Sony Xperia 1 v/5G/256GB Dualsim (Used),105000,LKR,Gampaha,Used,Sony,N/A,https://ikman.lk/en/ad/sony-xperia-1-v-5g-256gb-dualsim-used-for-sale-gampaha-5,2026-02-21 10:15:14
15014,Google Pixel 6 5G 128GB (Brand New),70000,LKR,Kegalle,Brand New,Google,N/A,https://ikman.lk/en/ad/google-pixel-6-5g-128gb-brand-new-for-sale-kegalle-1,2026-02-21 10:15:14
15015,Vivo Y17 8GB/256GB_~~ (Used),11990,LKR,Colombo,Used,Vivo,,https://ikman.lk/en/ad/vivo-y17-8gb-256gb-used-for-sale-colombo-4285,2026-02-21 10:15:14
15016,Apple iPhone 15 Pro 128GB (Used),190000,LKR,Colombo,Used,Apple,16 minutes,https://ikman.lk/en/ad/apple-iphone-15-pro-128gb-used-for-sale-colombo-1515,2026-02-21 10:15:14
15017,Apple iPhone SE 3 128GB 5G (Used),32000,LKR,Kalutara,Used,Apple,17 minutes,https://ikman.lk/en/ad/apple-iphone-se-3-128gb-5g-used-for-sale-kalutara,2026-02-21 10:15:14
15018,Apple iPhone 16 Pro Max 256GB (Used),289000,LKR,Colombo,Used,Apple,17 minutes,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-natural-used-for-sale-colombo-12,2026-02-21 10:15:14
15019,Samsung Galaxy M01s 3GB 32GB (Used),11500,LKR,Colombo,Used,Samsung,18 minutes,https://ikman.lk/en/ad/samsung-galaxy-m01s-3gb-32gb-used-for-sale-colombo-1,2026-02-21 10:15:14
15020,Apple iPhone 12 Pro (Used),94990,LKR,Kurunegala,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-kurunegala-1268,2026-02-21 10:15:14
15021,Apple iPhone 16 Pro Max 256GB (Used),284990,LKR,Kurunegala,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-kurunegala-80,2026-02-21 10:15:14
15022,Apple iPhone 15 Pro Max 256GB (Used),244990,LKR,Kurunegala,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-15-pro-max-256gb-used-for-sale-kurunegala-223,2026-02-21 10:15:14
15023,Apple iPhone 12 128GB (Used),78990,LKR,Kurunegala,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-kurunegala-688,2026-02-21 10:15:14
15024,Apple iPhone XR Red (Used),48000,LKR,Kandy,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-xr-product-red-used-for-sale-kandy,2026-02-21 10:15:14
15025,Apple iPhone XR (Used),22000,LKR,Kalutara,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-xr-64-gb-used-for-sale-kalutara-55,2026-02-21 10:15:14
